"Packet","Sequence","Delta (ms)","Jitter (ms)","Skew","Bandwidth","Marker","Status"
"127.0.0.1:56795 → 127.0.0.1:5004 (0x03b7f841)"
10522,3905,3.4881830000085756,0.028525661544442173,13074.194287555554,9405.216,"","OK"
10523,3906,3.45382399999653,0.02823991880926274,13074.218241333336,9405.216,"","OK"
10524,3907,3.5152890000026673,0.028819375272719203,13074.180730111111,9405.216,"","OK"
10525,3908,3.536718999996083,0.03139643515168719,13074.110677777775,9405.216,"","OK"
10526,3909,3.376378000000841,0.0357716440657855,13074.212077555552,9405.216,"","OK"
10527,3910,3.49537699999928,0.03463586770049759,13074.194478333331,9405.216,"","OK"
10528,3911,3.4861910000036005,0.03369139680228979,13074.174954000002,9405.216,"","OK"
10529,3912,3.5318240000051446,0.03496357339133689,13074.120907777775,9405.216,"","OK"
10530,3913,3.389240999997128,0.03831189866568917,13074.209444555556,9405.216,"","OK"
10531,3914,3.466738000002806,0.03592186333301674,13074.209373222213,9405.216,"","OK"
10532,3915,3.4919909999880474,0.03456507326282483,13074.195160000003,9405.216,"","OK"
10533,3916,3.606874000004609,0.040473270073055026,13074.066063777776,9405.216,"","OK"
10534,3917,3.362775999994483,0.04443685736098564,13074.169954444456,9405.216,"","OK"
10535,3918,3.5383290000027046,0.04544400516496175,13074.109403222232,9405.216,"","OK"
10536,3919,3.399425000010524,0.047500803452625216,13074.187756,9405.216,"","OK"
10537,3920,3.4524359999923036,0.045421419903559405,13074.201986666667,9405.216,"","OK"
10538,3921,3.4715589999977965,0.042971254770855984,13074.208205444447,9405.216,"","OK"
10539,3922,3.499175999997533,0.04162294023639197,13074.186807222228,9405.216,"","OK"
10540,3923,3.538560000000871,0.04351483980542966,13074.114913888887,9405.216,"","OK"
10541,3924,3.377810000005411,0.04704314842838344,13074.21488166666,9405.216,"","OK"
10542,3925,3.474715999996988,0.04429431276292904,13074.21794344444,9405.216,"","OK"
10543,3926,3.4734820000012405,0.04195187654817178,13074.211128111114,9405.216,"","OK"
10544,3927,3.4765469999983907,0.039406807875142946,13074.212358888894,9405.216,"","OK"
10545,3928,3.492872000002535,0.03788727127197363,13074.197264666669,9405.216,"","OK"
10546,3929,3.451256000000285,0.0364824834836997,13074.212675333329,9405.216,"","OK"
10547,3930,3.5163880000036443,0.03661546715506492,13074.174065111103,9405.216,"","OK"
10548,3931,3.4273790000006557,0.037476924068963705,13074.22446388888,9405.216,"","OK"
10549,3932,3.481419999996433,0.036056699647278805,13074.209710555559,9405.216,"","OK"
10550,3933,3.4725869999965653,0.034127579530669874,13074.21490133334,9405.216,"","OK"
10551,3934,3.4973750000062864,0.033219432199264584,13074.195304111112,9405.216,"","OK"
10552,3935,3.4690969999937806,0.0312951135201796,13074.192873777778,9405.216,"","OK"
10553,3936,3.4557520000089426,0.030715780035740787,13074.214899555547,9405.216,"","OK"
10554,3937,3.5739839999878313,0.034808932671615125,13074.118693333337,9405.216,"","OK"
10555,3938,3.464069000008749,0.03279572854624411,13074.121291000003,9405.216,"","OK"
10556,3939,3.4822799999965355,0.031027384400755996,13074.116788777785,9405.216,"","OK"
10557,3940,3.4104999999981374,0.0325985895420674,13074.172955444446,9405.216,"","OK"
10558,3941,4.934739999996964,0.03186214991814059,13074.193771000006,9405.216,"","OK"
10559,3942,4.930117000010796,0.03076623082495562,13074.208098444433,9405.216,"","OK"
10304,3687,3.8429420000029495,0.025226598243442096,13074.119961999997,9394.368,"","OK"
10305,3688,3.82314100000076,0.02428695668711913,13074.13015433334,9394.368,"","OK"
10489,3872,3.111269999993965,0.01760606557934321,13074.185630888896,9394.368,"","OK"
10490,3873,3.112229999998817,0.01782464481392025,13074.206734222229,9394.368,"","OK"
10491,3874,3.1173930000077235,0.017706875345779586,13074.222674555553,9394.368,"","OK"
10492,3875,3.1308920000010403,0.017142056747500904,13074.21400477778,9394.368,"","OK"
10493,3876,3.1374329999962356,0.016326907367334755,13074.209905111114,9394.368,"","OK"
10494,3877,3.1281750000052853,0.01562887148975807,13074.21506344444,9394.368,"","OK"
10495,3878,3.1676149999984773,0.016794671188340955,13074.180781777774,9394.368,"","OK"
10496,3879,3.135135000004084,0.01585760840611282,13074.1789801111,9394.368,"","OK"
10560,3943,4.941775999992387,0.029010119177154736,13074.210766888893,9394.368,"","OK"
10561,3944,5.072735000008834,0.035215146451761103,13074.082476333322,9394.368,"","OK"
10562,3945,4.825061999988975,0.04117004702147774,13074.21296988889,9394.368,"","OK"
10563,3946,4.972982999999658,0.04038057880433096,13074.184431333342,9394.368,"","OK"
10303,3686,3.8406859999959124,0.02626779368137378,13074.129570666671,9383.52,"","OK"
10359,3742,5.56387199999881,0.028102907821817468,13074.207715444456,9383.52,"","OK"
10481,3864,3.1606749999918975,0.01839871130762227,13074.182540333335,9383.52,"","OK"
10482,3865,3.1440370000054827,0.01791777101802648,13074.171836666661,9383.52,"","OK"
10483,3866,3.1127850000048056,0.018082181163221033,13074.192385000002,9383.52,"","OK"
10484,3867,3.100462000002153,0.018312058728708124,13074.214145222213,9383.52,"","OK"
10485,3868,3.13716199999908,0.01740684672489429,13074.210316555545,9383.52,"","OK"
10486,3869,3.1329009999899426,0.01634593963842905,13074.210748888887,9383.52,"","OK"
10487,3870,3.1349889999983134,0.015427797576800257,13074.209093222235,9383.52,"","OK"
10488,3871,3.1788590000069235,0.017308914395470887,13074.163567555559,9383.52,"","OK"
10564,3947,4.961095999999088,0.03889751485162973,13074.167779777781,9383.52,"","OK"
10565,3948,4.90157500001078,0.039145760451012174,13074.210649222223,9383.52,"","OK"
10566,3949,4.948667999997269,0.03696312264527969,13074.206425666664,9383.52,"","OK"
10301,3684,3.805752999993274,0.02453741858823682,13074.209322888899,9372.672,"","OK"
10302,3685,3.9168440000066767,0.027528802148970053,13074.136923333339,9372.672,"","OK"
10360,3743,5.639058000000659,0.028787601083540785,13074.168657444447,9372.672,"","OK"
10473,3856,3.1347919999971054,0.021334355560576723,13074.213873777786,9372.672,"","OK"
10474,3857,3.167477000009967,0.02213493750545155,13074.179730111107,9372.672,"","OK"
10475,3858,3.1262209999986226,0.021001427522042263,13074.175731333336,9372.672,"","OK"
10476,3859,3.126074999992852,0.020142484135573433,13074.182989666675,9372.672,"","OK"
10477,3860,3.1346860000048764,0.0189681205441928,13074.181637000002,9372.672,"","OK"
10478,3861,3.0996789999917382,0.01988600884390918,13074.215291333341,9372.672,"","OK"
10479,3862,3.1367910000117263,0.01885923745868568,13074.21183366666,9372.672,"","OK"
10480,3863,3.1352849999966566,0.017802514284096793,13074.209881999996,9372.672,"","OK"
10567,3950,4.946744999993825,0.03520358720259827,13074.215236222226,9372.672,"","OK"
10568,3951,4.962132000000565,0.03410883522509765,13074.197548666663,9372.672,"","OK"
10569,3952,4.9303990000044,0.03285487330153713,13074.211594111111,9372.672,"","OK"
10570,3953,4.947442999997293,0.03098885344264829,13074.208595555552,9372.672,"","OK"
10300,3683,3.8658660000073723,0.02433455760413523,13074.18174255555,9361.824,"","OK"
10465,3848,3.1320290000003297,0.02384960025524354,13074.21523922222,9361.824,"","OK"
10466,3849,3.126027999998769,0.022815583572579838,13074.222544555552,9361.824,"","OK"
10467,3850,3.1698100000066916,0.023669401266499752,13074.186067888877,9361.824,"","OK"
10468,3851,3.0969139999942854,0.023771827576933156,13074.21137611111,9361.824,"","OK"
10469,3852,3.167782000004081,0.024439130020417834,13074.176927444438,9361.824,"","OK"
10470,3853,3.1092139999964274,0.024419142727577073,13074.201046777773,9361.824,"","OK"
10471,3854,3.1160729999974137,0.02397171714138671,13074.218307111121,9361.824,"","OK"
10472,3855,3.1363080000010086,0.022659401486901015,13074.215332444452,9361.824,"","OK"
10571,3954,4.955151999994996,0.029077272325058166,13074.208999111113,9361.824,"","OK"
10572,3955,4.939777999999933,0.027551595583029272,13074.213665555566,9361.824,"","OK"
10573,3956,5.021959000005154,0.030674280582038506,13074.136150999999,9361.824,"","OK"
10299,3682,3.804171999989194,0.023788016999151604,13074.214275222228,9350.976,"","OK"
10361,3744,5.593372000003001,0.02740262601599574,13074.17528544445,9350.976,"","OK"
10457,3840,3.0629189999890514,0.032272469275850965,13074.196623666678,9350.976,"","OK"
10458,3841,3.1064250000054017,0.031937210778984745,13074.223532000004,9350.976,"","OK"
10459,3842,3.13382200000342,0.02997167677229987,13074.223043333332,9350.976,"","OK"
10460,3843,3.134450999990804,0.028862745584223908,13074.210814555569,9350.976,"","OK"
10461,3844,3.1375480000133393,0.027322240652831554,13074.206599888887,9350.976,"","OK"
10462,3845,3.1544599999906495,0.02693501727823311,13074.185473222227,9350.976,"","OK"
10463,3846,3.1078379999962635,0.026845037031789136,13074.210968555562,9350.976,"","OK"
10464,3847,3.130367000005208,0.025352618050188885,13074.213934888889,9350.976,"","OK"
10574,3957,4.872589999999036,0.0332480408240044,13074.208005444452,9350.976,"","OK"
10575,3958,4.948046999998041,0.03163932299488918,13074.21551400001,9350.976,"","OK"
10576,3959,4.941705000004731,0.02983308058478647,13074.218253444444,9350.976,"","OK"
10577,3960,4.9756409999972675,0.029918297770692978,13074.187056888884,9350.976,"","OK"
10297,3680,3.811208000013721,0.024068537860151937,13074.198962555543,9340.128,"","OK"
10298,3681,3.8471819999977015,0.02342979590980912,13074.185113888889,9340.128,"","OK"
10362,3745,5.564008000001195,0.027939461889375627,13074.21127744444,9340.128,"","OK"
10450,3833,3.17321800001082,0.0298934249258034,13074.148230444436,9340.128,"","OK"
10451,3834,3.0628259999939473,0.03173734975755146,13074.20762666667,9340.128,"","OK"
10452,3835,3.126592000000528,0.030175098730883556,13074.214368,9340.128,"","OK"
10453,3836,3.1308290000015404,0.028445675893319127,13074.21687233333,9340.128,"","OK"
10454,3837,3.18880899999931,0.03013505031673148,13074.161396666663,9340.128,"","OK"
10455,3838,3.1782819999934873,0.03106090133831665,13074.116448,9340.128,"","OK"
10456,3839,3.123572000011336,0.02972967833808492,13074.126209333335,9340.128,"","OK"
10578,3961,4.955350999996881,0.028730063881546676,13074.17615033334,9340.128,"","OK"
10579,3962,4.935354000001098,0.02750258766625494,13074.185240777777,9340.128,"","OK"
10580,3963,4.916466000009677,0.028226773158771812,13074.224330333323,9340.128,"","OK"
10296,3679,3.8445779999892693,0.023457344089599732,13074.165726111125,9329.28,"","OK"
10442,3825,3.0657330000103684,0.027768976327169053,13074.21690288889,9329.28,"","OK"
10443,3826,3.2143599999981234,0.03179202641828072,13074.124765111104,9329.28,"","OK"
10444,3827,3.0467229999921983,0.035218170600837845,13074.211375444444,9329.28,"","OK"
10445,3828,3.1344570000073873,0.03308726410462562,13074.210251777782,9329.28,"","OK"
10446,3829,3.127752000000328,0.0313681434312781,13074.215833111113,9329.28,"","OK"
10447,3830,3.1304399999935413,0.029588467800438955,13074.218726444451,9329.28,"","OK"
10448,3831,3.17573899999843,0.030389542729601315,13074.176320777784,9329.28,"","OK"
10449,3832,3.121538999999757,0.029227342142228493,13074.188115111116,9329.28,"","OK"
10581,3964,5.0301479999907315,0.03181907205748624,13074.138626777785,9329.28,"","OK"
10582,3965,4.872174000003724,0.03434728283103414,13074.21089722222,9329.28,"","OK"
10583,3966,4.95126600000367,0.032626924876040846,13074.204075666668,9329.28,"","OK"
10584,3967,4.979578999991645,0.03208920734850347,13074.180052222233,9329.28,"","OK"
10294,3677,3.846280999990995,0.025577979646372227,13074.181645444449,9318.432,"","OK"
10295,3678,3.8380080000060843,0.024271522585824067,13074.176970777771,9318.432,"","OK"
10363,3746,5.636647000006633,0.028483683021340408,13074.174630444439,9318.432,"","OK"
10435,3818,3.4425259999989066,0.02557324088558478,13074.216649666661,9318.432,"","OK"
10436,3819,3.3279550000006566,0.02433321194122619,13074.210916888886,9318.432,"","OK"
10437,3820,3.160459999999148,0.024507802861634228,13074.183790222218,9318.432,"","OK"
10438,3821,3.1096719999914058,0.024454898516531296,13074.207451555558,9318.432,"","OK"
10439,3822,3.121926000007079,0.02363942569201772,13074.218858888882,9318.432,"","OK"
10440,3823,3.1360359999962384,0.022330878252819444,13074.216156222217,9318.432,"","OK"
10441,3824,3.200186999994912,0.02511355252757868,13074.149302555568,9318.432,"","OK"
10585,3968,4.931187000009231,0.030912222166018608,13074.193309666662,9318.432,"","OK"
10586,3969,5.0040679999947315,0.032706680502030114,13074.13368611112,9318.432,"","OK"
10587,3970,4.965232000002288,0.031961735193422686,13074.112898555555,9318.432,"","OK"
10293,3676,3.8341940000100294,0.026420000511962888,13074.194593111111,9307.584,"","OK"
10433,3816,3.4748099999997066,0.02452399061746179,13074.212386111103,9307.584,"","OK"
10434,3817,3.5087659999990137,0.024928005092677463,13074.181397888882,9307.584,"","OK"
10588,3971,4.881194999994477,0.03461166146644158,13074.187259111117,9307.584,"","OK"
10589,3972,4.916266000000178,0.034209585402151424,13074.215437555555,9307.584,"","OK"
10590,3973,5.044118999998318,0.03830114603612878,13074.115763000009,9307.584,"","OK"
10591,3974,4.852212000012514,0.041671852185462155,13074.207995444434,9307.584,"","OK"
10291,3674,3.7297689999977592,0.028794856878619504,13074.177393333332,9296.736,"","OK"
10292,3675,3.826383999999962,0.028123956101627427,13074.195453777778,9296.736,"","OK"
10364,3747,5.681539999990491,0.03179970283154854,13074.093090444454,9296.736,"","OK"
10430,3813,3.5066809999989346,0.026679348316571375,13074.183852000002,9296.736,"","OK"
10431,3814,3.434678999998141,0.027011118214053578,13074.215839666678,9296.736,"","OK"
10432,3815,3.4730880000133766,0.025616034435970516,13074.220529444443,9296.736,"","OK"
10592,3975,5.039250999994692,0.04499277114525599,13074.113188888892,9296.736,"","OK"
10593,3976,4.852555999998003,0.04861819517106493,13074.21618844445,9296.736,"","OK"
10594,3977,5.062571999995271,0.052962530195204235,13074.098060888893,9296.736,"","OK"
10289,3672,3.504902000000584,0.02777133394989949,13074.106472444444,9285.888,"","OK"
10290,3673,3.4881989999994403,0.026773188078065755,13074.118273444445,9285.888,"","OK"
10365,3748,5.526380000010249,0.03441347140339048,13074.166710444435,9285.888,"","OK"
10428,3811,3.4795450000092387,0.028109310874385632,13074.209897444438,9285.888,"","OK"
10429,3812,3.47491999999329,0.02653109005628724,13074.212755222223,9285.888,"","OK"
10595,3978,4.930875999998534,0.05050039983637864,13074.111629333347,9285.888,"","OK"
10596,3979,4.947239000000991,0.04751878456929335,13074.108834777784,9285.888,"","OK"
10597,3980,4.846382000003359,0.051372207755765203,13074.218008333337,9285.888,"","OK"
10598,3981,5.921591999998782,0.054372055881903164,13074.118638555563,9285.888,"","OK"
10288,3671,3.571998999992502,0.029295956213187195,13074.111374444445,9275.04,"","OK"
10425,3808,3.511175000006915,0.02706462439557626,13074.134605222222,9275.04,"","OK"
10426,3809,3.4334339999913936,0.028144571482521964,13074.178949000008,9275.04,"","OK"
10427,3810,3.4339509999990696,0.02912470937605381,13074.222775777787,9275.04,"","OK"
10599,3982,6.4060650000028545,0.05545585100023713,13074.190351333338,9275.04,"","OK"
10600,3983,6.56270900000527,0.05729806170192039,13074.105420111111,9275.04,"","OK"
10601,3984,6.406347999989521,0.05887573840131623,13074.187961000003,9275.04,"","OK"
10602,3985,6.457105000008596,0.05648805336182803,13074.208633777773,9275.04,"","OK"
10603,3986,6.584474999996019,0.059626126415333616,13074.101936555555,9275.04,"","OK"
10604,3987,6.407047000000603,0.061014611570358014,13074.18377844445,9275.04,"","OK"
10286,3669,3.5894120000011753,0.023837692403496733,13074.117753444443,9264.192,"","OK"
10287,3670,3.4343800000060583,0.026449086627899545,13074.183373444437,9264.192,"","OK"
10366,3749,5.585774999999558,0.033151691941070024,13074.180935444441,9264.192,"","OK"
10423,3806,3.501464999993914,0.027086876349395446,13074.187237777776,9264.192,"","OK"
10424,3807,3.485902000000351,0.025901710466448853,13074.179113555554,9264.192,"","OK"
10605,3988,6.488794999997481,0.05788977473592186,13074.172761222231,9264.192,"","OK"
10606,3989,6.531858000002103,0.05765167770392686,13074.118681000007,9264.192,"","OK"
10607,3990,6.395738000006531,0.05987037840213413,13074.211831888882,9264.192,"","OK"
10608,3991,6.57819999998901,0.062404868640182576,13074.111409666672,9264.192,"","OK"
10609,3992,6.408393000005162,0.06284111296097984,13074.180794444444,9264.192,"","OK"
10610,3993,6.565134000004036,0.06367886284515047,13074.104549333337,9264.192,"","OK"
10284,3667,3.5420440000016242,0.01840547668966701,13074.171790444438,9253.344,"","OK"
10285,3668,3.464624999993248,0.019466071896984828,13074.207165444444,9253.344,"","OK"
10367,3750,5.5971149999968475,0.03126002369440448,13074.183820444436,9253.344,"","OK"
10420,3803,3.427248000007239,0.030403606411373612,13074.220765555554,9253.344,"","OK"
10421,3804,3.4837770000012824,0.02887833239961159,13074.21476633333,9253.344,"","OK"
10422,3805,3.4705079999985173,0.027313519958300964,13074.210924999992,9253.344,"","OK"
10611,3994,6.493870999998762,0.06070476030611988,13074.088456111116,9253.344,"","OK"
10612,3995,6.395957000000635,0.06202451139716952,13074.170276888879,9253.344,"","OK"
10613,3996,6.4472529999911785,0.06075022249141818,13074.211912777784,9253.344,"","OK"
10614,3997,6.598667000012938,0.06450890997538183,13074.09102355555,9253.344,"","OK"
10615,3998,6.362634999997681,0.06767352671319674,13074.20616633333,9253.344,"","OK"
10616,3999,6.481497000000672,0.06390592434869083,13074.21355822221,9253.344,"","OK"
10617,4000,6.492397999987588,0.0608255679649906,13074.198938000001,9253.344,"","OK"
10282,3665,3.4998780000023544,0.017950613477589663,13074.213848444444,9242.496,"","OK"
10283,3666,3.5000140000047395,0.01682957513553653,13074.21383444444,9242.496,"","OK"
10418,3801,3.5000379999983124,0.02974249687537885,13074.189088111118,9242.496,"","OK"
10419,3802,3.485518999994383,0.029061861654074386,13074.170235777783,9242.496,"","OK"
10618,4001,6.4996810000011465,0.05839292135611902,13074.177034777778,9242.496,"","OK"
10619,4002,6.445921999998973,0.057428794327446187,13074.220001666676,9242.496,"","OK"
10620,4003,6.482615000000806,0.05414182107089983,13074.215164444453,9242.496,"","OK"
10621,4004,6.478976000013063,0.05083284614365369,13074.213966222218,9242.496,"","OK"
10622,4005,6.488828999994439,0.0476595363151338,13074.214026111105,9242.496,"","OK"
10623,4006,6.498749999998836,0.04599157918423386,13074.193053888885,9242.496,"","OK"
10281,3664,3.4942299999966053,0.019139187709585934,13074.213726444446,9231.648,"","OK"
10368,3751,5.576432999994722,0.030779209714197862,13074.207387444447,9231.648,"","OK"
10415,3798,3.473205999995116,0.03405547169794303,13074.21647488889,9231.648,"","OK"
10416,3799,3.4693960000004154,0.03209758804969582,13074.213745555564,9231.648,"","OK"
10417,3800,3.4801750000042375,0.030241315185723355,13074.211348333338,9231.648,"","OK"
10624,4007,6.486980999994557,0.043692306873747755,13074.183850666668,9231.648,"","OK"
10625,4008,6.4545580000121845,0.043107218249397394,13074.218181555552,9231.648,"","OK"
10626,4009,6.479286999994656,0.040507343497344736,13074.216672333336,9231.648,"","OK"
10627,4010,6.47970300000452,0.03809596091791185,13074.21474711111,9231.648,"","OK"
10628,4011,6.516849999999977,0.037462532805429986,13074.186785999991,9231.648,"","OK"
10279,3662,3.4670550000009825,0.02030669801590627,13074.192069444442,9220.8,"","OK"
10280,3663,3.484112999998615,0.020030466889998683,13074.207956444443,9220.8,"","OK"
10369,3752,5.710919999997714,0.0357880091065538,13074.096467444455,9220.8,"","OK"
10413,3796,3.4830289999954402,0.03588826952673892,13074.173890333332,9220.8,"","OK"
10414,3797,3.439765000002808,0.03602105129227356,13074.211903111107,9220.8,"","OK"
10629,4012,6.416758999999729,0.035474117560548385,13074.181138111104,9220.8,"","OK"
10277,3660,3.4991399999998976,0.0172658208532955,13074.211563444449,9209.952,"","OK"
10278,3661,3.552439000006416,0.019464144550365527,13074.159124444443,9209.952,"","OK"
10410,3793,3.376482000006945,0.04093143298206412,13074.20881711111,9209.952,"","OK"
10411,3794,3.477324999999837,0.03840151703182662,13074.209269888888,9209.952,"","OK"
10412,3795,3.4967949999991106,0.03718999860615055,13074.190252666667,9209.952,"","OK"
10630,4013,6.364277000000584,0.03548967271352331,13074.216861111112,9209.952,"","OK"
10631,4014,6.41034899999795,0.03461282511405287,13074.19540099999,9209.952,"","OK"
17251,10623,5.410762999992585,0.05463089023361589,13074.084325444448,9209.952,"","OK"
10276,3659,3.498212999998941,0.018359542243508373,13074.210703444449,9199.104,"","OK"
10370,3753,5.582810000007157,0.03462563353640117,13074.113657444439,9199.104,"","OK"
10408,3791,3.410524999999325,0.035796861525936544,13074.184045666669,9199.104,"","OK"
10409,3792,3.543191000004299,0.037647884069702875,13074.118632444442,9199.104,"","OK"
10632,4015,6.369842000000062,0.03363995410007728,13074.21444788888,9199.104,"","OK"
17250,10622,5.2608020000043325,0.05237023106467191,13074.172866222216,9199.104,"","OK"
10274,3657,3.4979679999960354,0.020732870286195672,13074.209353444443,9188.256,"","OK"
10275,3658,3.500436999995145,0.019464378393005004,13074.208916444448,9188.256,"","OK"
