"Packet","Sequence","Delta (ms)","Jitter (ms)","Skew","Bandwidth","Marker","Status"
"127.0.0.1:56795 → 127.0.0.1:5004 (0x03b7f841)"
197,11580,5.2920459999998,0.06534396308228141,11655.863099,2082.816,"","OK"
198,11581,5.394058000000086,0.06436081261195234,11655.813485444443,2093.664,"","OK"
199,11582,5.344640000000027,0.06035048404590142,11655.813289888889,2104.512,"","OK"
200,11583,5.288115000000062,0.0600991690708343,11655.869619333334,2115.36,"","OK"
201,11584,5.393229999999903,0.05939206822609553,11655.820833777778,2126.208,"","OK"
202,11585,5.373921999999993,0.05752241118427225,11655.791356222222,2137.056,"","OK"
203,11586,5.2699700000000576,0.05858191326305721,11655.865830666666,2147.904,"","OK"
204,11587,5.415610000000015,0.06006283535074585,11655.783554,2158.752,"","OK"
205,11588,5.362487999999985,0.05743663036351772,11655.765510444446,2169.6,"","OK"
206,11589,5.247646999999915,0.05989668124349503,11655.862307888889,2180.448,"","OK"
207,11590,5.4165700000000925,0.060660985887976804,11655.790182333334,2191.296,"","OK"
208,11591,5.339267999999947,0.05719320204778712,11655.795358777777,2202.144,"","OK"
209,11592,5.245330000000195,0.059813279697593834,11655.894473222223,2212.992,"","OK"
210,11593,5.454990999999836,0.0629841094387921,11655.783926666667,2223.84,"","OK"
211,11594,5.337901000000102,0.059456567876666803,11655.790470111111,2234.688,"","OK"
212,11595,5.25621799999999,0.061254685162181334,11655.878696555556,2245.536,"","OK"
213,11596,5.344988999999941,0.05746030206173577,11655.878152000001,2256.384,"","OK"
214,11597,5.423427999999831,0.05880550540517482,11655.799168444444,2267.232,"","OK"
215,11598,5.266071000000011,0.06002850159515628,11655.877541888889,2278.08,"","OK"
216,11599,5.402382000000216,0.06059226191210129,11655.808493222223,2288.928,"","OK"
217,11600,5.352077000000008,0.05728228026478992,11655.800860666668,2299.776,"","OK"
218,11601,5.246558999999934,0.05981997802593657,11655.89874611111,2310.624,"","OK"
219,11602,5.447681999999986,0.0625335766215091,11655.795508555555,2321.472,"","OK"
220,11603,5.245634999999993,0.06480081836047079,11655.894318,2332.32,"","OK"
221,11604,5.372673999999961,0.06251511443513336,11655.866088444445,2343.168,"","OK"
222,11605,5.412368000000015,0.06285314200524658,11655.798164888889,2354.016,"","OK"
223,11606,5.363777000000027,0.06013310535211481,11655.778832333333,2364.864,"","OK"
224,11607,5.292177000000038,0.059641501545410834,11655.831099777777,2375.712,"","OK"
225,11608,5.343052999999827,0.05721583130998865,11655.810269,2364.864,"","OK"
226,11609,5.338670999999977,0.056056779353044685,11655.771598000001,2343.168,"","OK"
227,11610,5.21225400000003,0.05803735564343205,11655.859344,2332.32,"","OK"
228,11611,5.347361000000092,0.05737008341565507,11655.811983000001,2310.624,"","OK"
229,11612,5.325675000000047,0.05469469625779067,11655.797419111112,2299.776,"","OK"
230,11613,5.228873000000021,0.05572171524163194,11655.86854611111,2278.08,"","OK"
231,11614,5.356089999999995,0.0557447330389614,11655.81245611111,2267.232,"","OK"
232,11615,5.245014999999967,0.05639169416841726,11655.87855222222,2245.536,"","OK"
233,11616,5.315390999999863,0.05382915078281442,11655.863161222223,2223.84,"","OK"
234,11617,5.271970000000238,0.05221670385882819,11655.891191222221,2212.992,"","OK"
235,11618,5.411779000000024,0.05593934736758473,11655.779412222222,2191.296,"","OK"
236,11619,5.190099999999802,0.06000633260151191,11655.900423333333,2180.448,"","OK"
237,11620,5.350198000000091,0.0593933118139686,11655.850225333332,2158.752,"","OK"
238,11621,5.275978000000123,0.0571826048256561,11655.874247333333,2137.056,"","OK"
239,11622,5.311718999999812,0.054341129524086304,11655.862528333333,2126.208,"","OK"
240,11623,5.277315000000044,0.0530570658733307,11655.896324444446,2104.512,"","OK"
241,11624,5.295261999999866,0.05003712425621043,11655.901062444444,2093.664,"","OK"
242,11625,5.3040880000000925,0.04716530399013485,11655.896974444446,2071.968,"","OK"
243,11626,5.300330000000031,0.04423809749079882,11655.896644444445,2061.12,"","OK"
244,11627,5.304403999999977,0.04189241084201421,11655.903351555555,2039.424,"","OK"
245,11628,5.3147559999999885,0.04019638516431939,11655.888595555556,2017.728,"","OK"
246,11629,5.313466999999946,0.038525798591591526,11655.875128555555,2006.88,"","OK"
247,11630,5.3796910000000935,0.040404179235120345,11655.806548666667,1985.184,"","OK"
248,11631,5.300917000000027,0.03793623053297247,11655.805631666666,1974.336,"","OK"
249,11632,5.313844000000017,0.036430466124594565,11655.791787666667,1952.64,"","OK"
250,11633,5.290240999999924,0.03476349949176671,11655.801546666667,1941.792,"","OK"
251,11634,5.320454000000154,0.03317471132915207,11655.792203777777,1920.096,"","OK"
252,11635,5.234163999999964,0.03521604187115051,11655.858039777779,1898.4,"","OK"
253,11636,5.293314000000009,0.03343291425415754,11655.864725777777,1887.552,"","OK"
254,11637,5.274508999999853,0.03363098905778446,11655.901327888889,1865.856,"","OK"
255,11638,5.308014000000185,0.03202992724172995,11655.893313888888,1855.008,"","OK"
256,11639,5.32345899999973,0.03149424428903672,11655.86985488889,1833.312,"","OK"
257,11640,5.2897320000001855,0.030167604020914857,11655.88012288889,1822.464,"","OK"
258,11641,5.332787999999937,0.029636934325214866,11655.858445999998,1800.768,"","OK"
259,11642,5.261355999999978,0.030199875929958528,11655.89709,1779.072,"","OK"
260,11643,5.332625000000007,0.03035144618438205,11655.864464999999,1768.224,"","OK"
261,11644,5.3059380000001966,0.02882560579780224,11655.858527,1746.528,"","OK"
262,11645,5.2933449999998174,0.028134387379839875,11655.87629311111,1735.68,"","OK"
263,11646,6.197783000000072,0.02693187011299326,11655.867399,1735.68,"","OK"
264,11647,6.3311160000000655,0.025387211564184633,11655.869616333333,1735.68,"","OK"
265,11648,6.318880999999919,0.024703781674799363,11655.884068666666,1735.68,"","OK"
266,11649,6.320152999999891,0.023983566153502438,11655.897249000001,1746.528,"","OK"
267,11650,6.338728000000174,0.022821759935661854,11655.891854333333,1746.528,"","OK"
268,11651,6.377782000000025,0.024173441606313302,11655.847405666667,1746.528,"","OK"
269,11652,6.369996999999785,0.02495408067253404,11655.810742000001,1757.376,"","OK"
270,11653,6.297813000000133,0.02630891590818424,11655.857373444444,1757.376,"","OK"
271,11654,6.293638000000101,0.027145566997287648,11655.897068777778,1757.376,"","OK"
272,11655,6.359506999999894,0.027084823226579322,11655.870895111111,1768.224,"","OK"
273,11656,6.413162000000057,0.03038131344166411,11655.791066444444,1768.224,"","OK"
274,11657,6.314770999999837,0.029642627184941525,11655.809628777777,1768.224,"","OK"
275,11658,6.289482000000135,0.030530671319245497,11655.853480111111,1779.072,"","OK"
276,11659,6.293572999999924,0.031107525195054952,11655.893240444444,1779.072,"","OK"
277,11660,6.334190000000035,0.02921684653699498,11655.892383777778,1789.92,"","OK"
278,11661,6.342548000000079,0.027509321406233432,11655.894280222223,1789.92,"","OK"
279,11662,6.363168999999743,0.027654717985070264,11655.864444555555,1789.92,"","OK"
280,11663,6.298718000000008,0.0280897564443741,11655.899059888889,1800.768,"","OK"
281,11664,6.423909000000094,0.03199512583323538,11655.808484222223,1800.768,"","OK"
282,11665,6.285006000000067,0.033015888801911544,11655.856811555555,1800.768,"","OK"
283,11666,6.422356000000036,0.036516312418423104,11655.767788888888,1811.616,"","OK"
284,11667,6.3207219999999325,0.03502225122564711,11655.780400222222,1811.616,"","OK"
285,11668,6.315391999999974,0.03464913830185134,11655.809452666668,1811.616,"","OK"
286,11669,6.244120000000066,0.03805940049123903,11655.898666,1822.464,"","OK"
287,11670,6.359071999999969,0.037289354627163436,11655.872927333334,1822.464,"","OK"
288,11671,6.335128000000168,0.03507093662960499,11655.871132666667,1822.464,"","OK"
289,11672,6.315812999999707,0.033974023923530515,11655.888653,1833.312,"","OK"
290,11673,6.330052000000251,0.032055730761665416,11655.891934333333,1833.312,"","OK"
291,11674,6.328413999999839,0.030359705922442633,11655.896853666667,1833.312,"","OK"
292,11675,6.335597999999891,0.029015127079988674,11655.90570011111,1844.16,"","OK"
293,11676,6.422578000000158,0.03277947330412802,11655.816455444445,1844.16,"","OK"
294,11677,5.952563000000055,0.0336955687226166,11655.863892444444,1844.16,"","OK"
295,11678,5.180278000000044,0.03244030401082704,11655.85028111111,1855.008,"","OK"
296,11679,5.21001699999988,0.03312218084340038,11655.806930777779,1855.008,"","OK"
297,11680,5.184134999999969,0.032143815374057166,11655.789462444445,1855.008,"","OK"
298,11681,5.089032999999972,0.0349869310798091,11655.867096111111,1855.008,"","OK"
299,11682,5.134643000000096,0.034107282609623125,11655.888008666667,1865.856,"","OK"
300,11683,5.181487999999945,0.03290191077988946,11655.873187333334,1865.856,"","OK"
301,11684,5.236081000000013,0.0351839371895184,11655.803773,1865.856,"","OK"
302,11685,5.183540000000221,0.03403952444843064,11655.786899666668,1865.856,"","OK"
303,11686,5.145944999999756,0.03320715833704775,11655.807621333333,1876.704,"","OK"
304,11687,5.079156000000239,0.036601127607596096,11655.895132,1876.704,"","OK"
305,11688,5.284410999999636,0.041672577965356145,11655.777387666669,1876.704,"","OK"
306,11689,5.140271000000212,0.04071777100913693,11655.803783333333,1876.704,"","OK"
307,11690,5.178152999999838,0.038890806154427,11655.792297,1887.552,"","OK"
308,11691,5.082284000000072,0.041734047436513245,11655.876679666668,1887.552,"","OK"
309,11692,5.164682999999968,0.03924964863836193,11655.878663333333,1887.552,"","OK"
310,11693,5.231589999999869,0.040854253931827365,11655.81374,1887.552,"","OK"
311,11694,5.080845000000409,0.04366471722780507,11655.899561666667,1898.4,"","OK"
312,11695,5.216374999999971,0.044042443234436665,11655.849853333333,1898.4,"","OK"
313,11696,5.209785000000011,0.04398468636565628,11655.806735,1898.4,"","OK"
314,11697,5.190843999999743,0.042746726801044216,11655.782557666667,1898.4,"","OK"
315,11698,5.075846000000183,0.04575134804259627,11655.873378333334,1909.248,"","OK"
316,11699,5.2629289999999855,0.04890828462330433,11655.777116,1909.248,"","OK"
317,11700,5.135400000000118,0.04711123905653487,11655.797271555555,1909.248,"","OK"
318,11701,5.10799599999973,0.047833703282260776,11655.855942222222,1909.248,"","OK"
319,11702,5.226117000000158,0.04855974266050061,11655.796491888888,1920.096,"","OK"
320,11703,5.166384999999991,0.04554236291084865,11655.796773555554,1920.096,"","OK"
321,11704,5.07597399999986,0.04836425689567181,11655.887466222222,1920.096,"","OK"
322,11705,5.20435899999984,0.04769726167305357,11655.84977388889,1920.096,"","OK"
323,11706,5.16169200000013,0.045027099485108364,11655.854748555555,1930.944,"","OK"
324,11707,5.209349000000202,0.04488055160055926,11655.812066222223,1930.944,"","OK"
325,11708,5.156756999999743,0.04269487129216913,11655.821975888888,1930.944,"","OK"
326,11709,5.200925999999981,0.04216765016977862,11655.787716555555,1930.944,"","OK"
327,11710,5.0792129999999815,0.04499802620091107,11655.875170222223,1941.792,"","OK"
328,11711,5.148877999999968,0.043297441229984905,11655.89295888889,1941.792,"","OK"
329,11712,5.20674100000042,0.04309599698650834,11655.852884555556,1941.792,"","OK"
330,11713,5.239550999999665,0.04495776800808816,11655.780000222223,1941.792,"","OK"
331,11714,5.0916040000001885,0.046839324174199636,11655.855062888888,1952.64,"","OK"
332,11715,5.1239029999997,0.04658459557995967,11655.897826555556,1952.64,"","OK"
333,11716,5.047328000000107,0.045242169467236505,11655.87272077778,1952.64,"","OK"
334,11717,4.918004999999994,0.04284540193112223,11655.86582688889,1952.64,"","OK"
335,11718,4.883720000000267,0.04187950875482203,11655.893218,1952.64,"","OK"
336,11719,4.904841999999917,0.039653858902062446,11655.89948711111,1963.488,"","OK"
337,11720,4.961522000000059,0.04032617327616195,11655.849076222223,1963.488,"","OK"
338,11721,4.866473999999926,0.04059560689081808,11655.893713333333,1963.488,"","OK"
339,11722,4.922301000000061,0.03875774951573418,11655.882523444445,1963.488,"","OK"
340,11723,4.897059999999783,0.03721358461553964,11655.896574555556,1963.488,"","OK"
